#,MLS,Stat,Type,Address,ZipCode,City,City Code,State,List/Sell,Days on Market,Bds,Bths,SF,Start Date,Acres,Source,Lot Square Footage,Property Type,SchoolDistric,Livability Index,#,,,,Town,Livability Index
274,1752119,A,RESI,1138 22nd Ave E,98112,Seattle,390,WA,"4,995,000",55,6,3.25,6300,04/05/2021  ,0.149,KCR,6480,Single Family,Seattle,0,2021,,,,,
274,1781295,A,RESI,1223 16th Ave E,98112,Seattle,390,WA,"2,795,000",2,4,3.5,4015,05/28/2021  ,0.11,Realist,4800,Single Family,Seattle,0,2022,,,,,
274,1740323,S,RESI,101 Martin Luther King Jr Wy E,98112,Seattle,390,WA,"1,450,000",27,4,4.25,2920,05/14/2021  ,0.119,Public Records,5200,Single Family,Seattle,0,2023,,,,,
274,1725930,S,RESI,1231 42nd Ave E,98112,Seattle,390,WA,"2,825,000",35,4,4.25,3720,05/12/2021  ,0.083,Tax Records,3600,Single Family,Seattle,0,2024,,,,,
275,1748052,S,RESI,300 145th Place SE,98007,Bellevue,530,WA,"935,000",5,3,3.5,3110,05/01/2021  ,0.068,Realist,2945,Single Family,Bellevue,83,2025,,,,,
275,1739791,S,RESI,2240 38th Place E,98112,Seattle,390,WA,"3,400,000",23,4,3.75,4007,04/30/2021  ,0.121,Realist,5266,Single Family,Seattle,0,2026,,,,,
275,1753649,S,RESI,1832 E Shelby St,98112,Seattle,390,WA,"3,460,000",7,4,4.5,3311,05/04/2021  ,0.139,Realist- Buyer to Verify,6050,Single Family,Seattle,0,2027,,,,,
275,1760872,S,RESI,2214 Waverly Wy E,98112,Seattle,390,WA,"6,895,000",3,4,4.25,6809,05/12/2021  ,0.241,Realist,10486,Single Family,Seattle,0,2028,,,,,
275,1729701,S,RESI,1642 Shenandoah Dr E,98112,Seattle,390,WA,"4,270,000",237,5,4.25,5600,05/14/2021  ,0.324,Public records,14116,Single Family,Seattle,0,2029,,,,,
275,1759812,S,RESI,1670 Broadmoor Dr E,98112,Seattle,390,WA,"4,510,000",7,5,4.25,6657,05/11/2021  ,0.361,KCR,15738,Single Family,Seattle,0,2030,,,,,
275,1755934,S,RESI,1129 Parkside Dr E,98112,Seattle,390,WA,"4,600,000",2,5,4,4137,05/07/2021  ,0.267,KCR,11630,Single Family,Seattle,0,2031,,,,,
275,1723926,S,RESI,1407 E Boston St,98112,Seattle,390,WA,"2,300,000",69,6,4.5,6240,05/17/2021  ,0.215,King County,9345,Single Family,Seattle,0,2032,,,,,
275,1758511,A,RESI,1228 23rd Ave E,98112,Seattle,390,WA,"1,998,000",44,5,5.25,5456,04/16/2021  ,0.194,Public Records,8448,Single Family,Seattle,0,2033,,,,,
275,1764698,A,RESI,1634 Lake Washington Blvd,98112,Seattle,390,WA,"14,250,000",32,3,4.5,7170,04/28/2021  ,1.208,KCR,52613,Single Family,Seattle,0,2034,,,,,
275,1740065,S,RESI,209 35th Ave E,98112,Seattle,390,WA,"2,995,000",19,5,4.75,4736,05/16/2021  ,0.138,Appraisal,6000,Single Family,Seattle,0,2035,,,,,
276,1759679,S,RESI,14511 NE 5th St,98007,Bellevue,530,WA,"1,550,000",4,5,3.25,2860,05/26/2021  ,0.227,KCR,9905,Single Family,Bellevue,83,2036,,,,,
276,1650730,A,RESI,82020 RE Undisclosed,98112,Seattle,390,WA,"13,895,000",282,6,6,8703,08/21/2020  ,0.224,KCA,9750,Single Family,Seattle,0,2037,,,,,
276,1772519,A,RESI,117 18th Ave E,98112,Seattle,390,WA,"1,999,950",17,7,5.5,3566,05/13/2021  ,0.056,KCR,2435,Single Family,Seattle,0,2038,,,,,
276,1752731,A,RESI,605 Hillside Dr E,98112,Seattle,390,WA,"9,300,000",46,5,6.5,8640,04/14/2021  ,0.25,King County Records,10894,Single Family,Seattle,0,2039,,,,,
276,1755854,A,RESI,41421 RS Undisclosed,98112,Seattle,390,WA,"3,998,000",46,11,11.7,13710,04/14/2021  ,0.316,Realist,13744,Single Family,Seattle,0,2040,,,,,
276,1775507,A,RESI,7507 5th Ave NE,98115,Seattle,705,WA,"599,000",9,2,1,1120,05/21/2021  ,0.059,public records,2550,Single Family,Seattle,0,2041,,,,,
276,1752068,A,RESI,6317 9th Ave NE #E,98115,Seattle,705,WA,"699,950",31,2,1.75,1066,04/29/2021  ,0.014,County,597,Single Family,Seattle,0,2042,,,,,
276,1745028,A,RESI,437 NE 73rd St #C,98115,Seattle,705,WA,"725,000",72,2,1.75,964,03/19/2021  ,0.017,KCR,745,Single Family,Seattle,0,2043,,,,,
276,1778437,A,RESI,6309 9th Ave NE #E,98115,Seattle,705,WA,"744,950",9,2,1.75,1293,05/21/2021  ,0.015,County,658,Single Family,Seattle,0,2044,,,,,
276,1778613,A,RESI,6313 9th Ave NE #D,98115,Seattle,705,WA,"754,950",9,2,1.75,1196,05/21/2021  ,0.022,County,973,Single Family,Seattle,0,2045,,,,,
276,1770114,A,RESI,6317 9th Ave NE #D,98115,Seattle,705,WA,"754,950",16,2,1.75,1066,05/14/2021  ,0.014,County,597,Single Family,Seattle,0,2046,,,,,
277,1745519,S,RESI,821 168TH Place NE,98008,Bellevue,520,WA,"1,210,000",7,4,2.25,2070,05/07/2021  ,0.24,Public Record,10440,Single Family,Bellevue,83,2047,,,,,
277,1765203,A,RESI,513 B NE 73rd St #B,98115,Seattle,705,WA,"775,000",32,2,1.75,1449,04/28/2021  ,0.025,Tax Records,1078,Single Family,Seattle,0,2048,,,,,
277,1758611,A,RESI,830 NE 67th St,98115,Seattle,705,WA,"1,800,000",48,2,1.5,1240,04/16/2021  ,0.106,Realist,4635,Single Family,Seattle,0,2049,,,,,
277,1753724,S,RESI,6539 4th Ave NE #B,98115,Seattle,705,WA,"699,950",0,2,1.75,1022,05/11/2021  ,0.014,Realist,621,Single Family,Seattle,0,2050,,,,,
277,1750842,S,RESI,6539 4th Ave NE #D,98115,Seattle,705,WA,"699,950",8,2,1.75,1022,05/06/2021  ,0.014,Realist,621,Single Family,Seattle,0,2051,,,,,
277,1774989,A,RESI,6821 Weedin Place NE,98115,Seattle,705,WA,"749,500",113,3,3,1450,05/15/2021  ,0.018,KCR,780,Single Family,Seattle,0,2052,,,,,
277,1760208,S,RESI,443 NE Ravenna Blvd #C,98115,Seattle,705,WA,"825,000",5,3,2.5,1365,05/17/2021  ,0.025,Realist,1075,Single Family,Seattle,0,2053,,,,,
277,1765650,A,RESI,910 NE Ravenna Blvd,98115,Seattle,705,WA,"1,050,000",37,6,2.75,2580,05/01/2021  ,0.089,King County Records,3879,Single Family,Seattle,0,2054,,,,,
277,1754239,S,RESI,7314 Woodlawn Ave NE,98115,Seattle,705,WA,"875,000",5,3,3.5,1417,05/03/2021  ,0.025,King County Assessor,1075,Single Family,Seattle,0,2055,,,,,
277,1760198,S,RESI,6337 4th Ave NE,98115,Seattle,705,WA,"1,400,000",7,3,2.75,2370,05/23/2021  ,0.138,Realist,6000,Single Family,Seattle,0,2056,,,,,
277,1781433,A,RESI,7111 12th Ave NE,98115,Seattle,710,WA,"713,000",4,2,1,1510,05/26/2021  ,0.075,Public Records,3264,Single Family,Seattle,0,2057,,,,,
278,1758964,S,RESI,1012 167th Place NE,98008,Bellevue,530,WA,"945,000",9,3,0.75,1380,05/26/2021  ,0.18,KCR,7837,Single Family,Bellevue,83,2058,,,,,
278,1770314,A,RESI,7535 57th Place NE,98115,Seattle,710,WA,"1,100,000",20,2,1,660,05/10/2021  ,0.208,realist.com,9075,Single Family,Seattle,0,2059,,,,,
278,1749517,S,RESI,825 NE 63rd St,98115,Seattle,710,WA,"669,500",20,2,1,990,05/24/2021  ,0.065,Realist - Buyer to Verify,2820,Single Family,Seattle,0,2060,,,,,
278,1759610,S,RESI,9417 32nd Ave NE,98115,Seattle,710,WA,"925,000",1,2,1,1380,05/14/2021  ,0.115,Realist,5016,Single Family,Seattle,0,2061,,,,,
278,1750040,S,RESI,8814 1st Ave NE,98115,Seattle,710,WA,"700,000",12,3,1,1500,05/11/2021  ,0.172,KCR,7499,Single Family,Seattle,0,2062,,,,,
278,1761964,S,RESI,7621 15th Ave NE,98115,Seattle,710,WA,"760,000",4,3,1,1340,05/23/2021  ,0.087,Realist,3800,Single Family,Seattle,0,2063,,,,,
278,1750159,S,RESI,3539 NE 93rd St,98115,Seattle,710,WA,"639,000",7,4,1,1720,05/16/2021  ,0.14,Public Records,6120,Single Family,Seattle,0,2064,,,,,
278,1733886,S,RESI,6101 12th Ave NE,98115,Seattle,710,WA,"895,000",101,4,1,1780,05/27/2021  ,0.088,Realist,3850,Single Family,Seattle,0,2065,,,,,
278,1757692,S,RESI,9232 Sand Point Wy NE,98115,Seattle,710,WA,"990,000",7,5,1.75,2340,05/19/2021  ,0.16,AKCR,6960,Single Family,Seattle,0,2066,,,,,
278,1770510,A,RESI,6017 Roosevelt Wy NE,98115,Seattle,710,WA,"729,950",16,1,1.5,1312,05/14/2021  ,0.017,County Record,739,Single Family,Seattle,0,2067,,,,,
278,1766479,A,RESI,9200 C Roosevelt Wy NE,98115,Seattle,710,WA,"649,950",16,2,1.75,1032,04/30/2021  ,0.015,Builders Plans,669,Single Family,Seattle,0,2068,,,,,
279,1763930,S,RESI,16715 SE 14th St,98008,Bellevue,530,WA,"980,000",5,3,1,1140,05/18/2021  ,0.171,Realist,7436,Single Family,Bellevue,83,2069,,,,,
279,1772140,A,RESI,7733 25th Ave NE,98115,Seattle,710,WA,"725,000",18,2,1.5,1160,05/12/2021  ,0.117,Realist - Buyer to Verify,5100,Single Family,Seattle,0,2070,,,,,
279,1737803,A,RESI,6026 Sand Point Wy NE,98115,Seattle,710,WA,"799,000",87,2,1.75,1524,03/04/2021  ,0.029,King County,1278,Single Family,Seattle,0,2071,,,,,
279,1758576,S,RESI,6533 20th Ave NE,98115,Seattle,710,WA,"725,000",5,2,1.75,960,05/19/2021  ,0.106,Realist,4610,Single Family,Seattle,0,2072,,,,,
279,1754086,S,RESI,422 NE 92nd St,98115,Seattle,710,WA,"760,000",4,2,2,1490,05/07/2021  ,0.076,Realist,3330,Single Family,Seattle,0,2073,,,,,
279,1745290,S,RESI,810 NE 69th St #A,98115,Seattle,710,WA,"799,000",7,2,1.75,1258,04/30/2021  ,0.026,KCR,1113,Single Family,Seattle,0,2074,,,,,
279,1756119,S,RESI,2530 NE 82nd St,98115,Seattle,710,WA,"945,000",6,2,1.75,1300,05/20/2021  ,0.17,KC Tax Records,7420,Single Family,Seattle,0,2075,,,,,
279,1753316,S,RESI,3109 NE 82nd St,98115,Seattle,710,WA,"1,100,300",5,2,1.75,1930,04/30/2021  ,0.138,Public Records,6000,Single Family,Seattle,0,2076,,,,,
279,1749419,S,RESI,6832 43rd Ave NE,98115,Seattle,710,WA,"1,200,000",6,2,1.75,2050,05/17/2021  ,0.134,KCR,5841,Single Family,Seattle,0,2077,,,,,
279,1769757,A,RESI,9610 Roosevelt Wy NE #C,98115,Seattle,710,WA,"690,000",23,3,1.5,1298,05/07/2021  ,0.028,Realist,1205,Single Family,Seattle,0,2078,,,,,
279,1750793,A,RESI,6032 Sand Point Wy NE,98115,Seattle,710,WA,"775,000",60,3,1.75,1397,03/31/2021  ,0.033,King County,1432,Single Family,Seattle,0,2079,,,,,
280,1782357,A,RESI,255 169th Ave NE,98008,Bellevue,530,WA,"640,000",2,3,1.75,1621,05/28/2021  ,0.045,Realist,1975,Single Family,Bellevue,83,2080,,,,,
280,1754823,A,RESI,807 NE 66th St,98115,Seattle,710,WA,"849,500",52,3,1.75,1540,04/08/2021  ,0.024,County,1044,Single Family,Seattle,0,2081,,,,,
280,1743717,S,RESI,2726 NE 92nd St,98115,Seattle,710,WA,"660,000",22,3,1.75,1020,05/11/2021  ,0.243,KCR,10584,Single Family,Seattle,0,2082,,,,,
280,1757849,S,RESI,810 C NE 69th St,98115,Seattle,710,WA,"749,000",8,3,1.75,1468,05/28/2021  ,0.02,KCR,853,Single Family,Seattle,0,2083,,,,,
280,1745292,S,RESI,810 NE 69th St #B,98115,Seattle,710,WA,"749,000",25,3,1.75,1433,05/17/2021  ,0.019,KCR,830,Single Family,Seattle,0,2084,,,,,
280,1749093,S,RESI,810 D NE 69th St,98115,Seattle,710,WA,"774,000",20,3,1.75,1305,05/17/2021  ,0.022,KCR,977,Single Family,Seattle,0,2085,,,,,
280,1761978,S,RESI,2046 NE 98th St,98115,Seattle,710,WA,"805,000",6,3,1.75,1360,05/28/2021  ,0.22,Realist,9570,Single Family,Seattle,0,2086,,,,,
280,1756656,S,RESI,302 NE 90th St,98115,Seattle,710,WA,"825,000",7,3,1.75,1560,05/10/2021  ,0.115,King County Records,5003,Single Family,Seattle,0,2087,,,,,
280,1756715,S,RESI,6842 19th Ave NE,98115,Seattle,710,WA,"857,500",9,3,2,1720,05/07/2021  ,0.094,Realist,4080,Single Family,Seattle,0,2088,,,,,
280,1753687,S,RESI,2750 NE 98th St,98115,Seattle,710,WA,"950,000",4,3,1.75,1530,05/10/2021  ,0.19,Tax Records,8287,Single Family,Seattle,0,2089,,,,,
280,1744156,S,RESI,8002 20th Ave NE,98115,Seattle,710,WA,"975,000",6,3,2,1650,04/30/2021  ,0.122,Realist,5313,Single Family,Seattle,0,2090,,,,,
281,1781438,A,RESI,1440 W Lake Sammamish Pkwy,98008,Bellevue,530,WA,"3,300,000",3,3,1.5,1760,05/27/2021  ,0.728,KCR,31724,Single Family,Bellevue,83,2091,,,,,
281,1747913,S,RESI,7551 44th Ave NE,98115,Seattle,710,WA,"1,005,500",6,3,2,2080,05/03/2021  ,0.115,KCR,5000,Single Family,Seattle,0,2092,,,,,
281,1768017,S,RESI,6026 40th Ave NE,98115,Seattle,710,WA,"1,060,000",5,3,1.75,1810,05/25/2021  ,0.155,KCR,6750,Single Family,Seattle,0,2093,,,,,
281,1742889,S,RESI,6031 Vassar Ave NE,98115,Seattle,710,WA,"1,106,000",4,3,2,1400,04/30/2021  ,0.13,Tax Records,5655,Single Family,Seattle,0,2094,,,,,
281,1757559,S,RESI,2065 NE 73rd St,98115,Seattle,710,WA,"1,161,000",5,3,2,1880,05/14/2021  ,0.114,Realist,4950,Single Family,Seattle,0,2095,,,,,
281,1758050,S,RESI,6546 36th Ave NE,98115,Seattle,710,WA,"1,185,000",6,3,1.75,2290,05/20/2021  ,0.118,Realist,5141,Single Family,Seattle,0,2096,,,,,
281,1761880,S,RESI,7344 Ravenna Ave NE,98115,Seattle,710,WA,"1,200,000",14,3,1.75,2050,05/27/2021  ,0.105,Tax records,4590,Single Family,Seattle,0,2097,,,,,
281,1752966,S,RESI,8044 43rd Ave NE,98115,Seattle,710,WA,"1,200,000",4,3,1.75,1710,05/11/2021  ,0.171,KCR,7440,Single Family,Seattle,0,2098,,,,,
281,1753026,S,RESI,4422 NE 68th St,98115,Seattle,710,WA,"1,266,300",6,3,1.5,1820,05/13/2021  ,0.164,Realist- Buyer to Verify,7134,Single Family,Seattle,0,2099,,,,,
281,1738358,S,RESI,5001 NE Park Place,98115,Seattle,710,WA,"1,515,000",8,3,2,1790,05/29/2021  ,0.182,Public Records,7920,Single Family,Seattle,0,2100,,,,,
281,1762902,S,RESI,7722 Forest Drive NE,98115,Seattle,710,WA,"2,100,000",7,3,2,2510,05/28/2021  ,0.182,Realist,7920,Single Family,Seattle,0,2101,,,,,
282,1762811,S,RESI,1308 170th Place NE,98008,Bellevue,530,WA,"880,000",4,3,2,1840,05/29/2021  ,0.126,Realist,5468,Single Family,Bellevue,83,2102,,,,,
282,1780596,A,RESI,7343 23rd Ave NE,98115,Seattle,710,WA,"915,000",3,4,1.75,1740,05/27/2021  ,0.106,KCR,4635,Single Family,Seattle,0,2103,,,,,
282,1772843,A,RESI,8512 30th Ave NE,98115,Seattle,710,WA,"978,000",3,4,2,2180,05/27/2021  ,0.162,Corelogic,7072,Single Family,Seattle,0,2104,,,,,
282,1773796,A,RESI,9710 12th Ave NE,98115,Seattle,710,WA,"1,150,000",16,4,1.75,2220,05/14/2021  ,0.152,KC Dept of Assessment,6636,Single Family,Seattle,0,2105,,,,,
282,1753614,A,RESI,7722 21st Ave NE,98115,Seattle,710,WA,"1,250,000",9,4,1.5,2190,05/21/2021  ,0.115,County records,5000,Single Family,Seattle,0,2106,,,,,
282,1761345,S,RESI,3619 NE 75th St,98115,Seattle,710,WA,"800,000",5,4,2,2440,05/21/2021  ,0.124,KCR,5400,Single Family,Seattle,0,2107,,,,,
282,1738204,S,RESI,9427 20th Ave NE,98115,Seattle,710,WA,"925,000",5,4,2,2091,05/03/2021  ,0.165,KCR,7168,Single Family,Seattle,0,2108,,,,,
282,1760786,S,RESI,406 NE 82nd St,98115,Seattle,710,WA,"955,000",8,4,1.75,2040,05/26/2021  ,0.116,Realist,5050,Single Family,Seattle,0,2109,,,,,
282,1753570,S,RESI,6230 23rd Ave NE,98115,Seattle,710,WA,"960,000",19,4,1.75,2060,05/29/2021  ,0.115,KCR,5000,Single Family,Seattle,0,2110,,,,,
282,1765581,S,RESI,7757 35th Ave NE,98115,Seattle,710,WA,"1,074,000",6,4,1.5,2390,05/18/2021  ,0.14,KCR,6120,Single Family,Seattle,0,2111,,,,,
282,1756540,S,RESI,845 NE 95th St,98115,Seattle,710,WA,"1,077,000",7,4,1.5,2240,05/25/2021  ,0.136,Tax Records,5945,Single Family,Seattle,0,2112,,,,,
283,1759570,S,RESI,2728 165th Ave NE,98008,Bellevue,530,WA,"1,040,000",4,3,1.75,1250,05/21/2021  ,0.165,Public records,7200,Single Family,Bellevue,83,2113,,,,,
283,1762100,S,RESI,6836 34th Ave NE,98115,Seattle,710,WA,"1,115,000",4,4,1.75,1970,05/17/2021  ,0.139,KCR,6050,Single Family,Seattle,0,2114,,,,,
283,1756383,S,RESI,7008 34th Ave NE,98115,Seattle,710,WA,"1,170,000",6,4,1.75,2100,05/21/2021  ,0.087,KCR,3800,Single Family,Seattle,0,2115,,,,,
283,1757580,S,RESI,7324 17 Ave NE,98115,Seattle,710,WA,"1,012,000",6,5,1.75,2870,05/19/2021  ,0.094,Realist,4080,Single Family,Seattle,0,2116,,,,,
283,1740918,S,RESI,5515 NE 65th St,98115,Seattle,710,WA,"1,600,000",8,4,2.5,2610,05/03/2021  ,0.118,Realist,5123,Single Family,Seattle,0,2117,,,,,
283,1768986,A,RESI,6320 9th Ave NE,98115,Seattle,710,WA,"725,000",24,3,2.5,1370,05/06/2021  ,0.029,Realist - Buyer to Verify,1256,Single Family,Seattle,0,2118,,,,,
283,1781395,A,RESI,8913 Roosevelt Wy NE #A,98115,Seattle,710,WA,"868,000",3,3,2.25,1629,05/27/2021  ,0.038,Deed,1671,Single Family,Seattle,0,2119,,,,,
283,1782596,A,RESI,8007 Roosevelt Wy NE,98115,Seattle,710,WA,"875,000",2,3,2.5,1520,05/28/2021  ,0.07,Realist,3060,Single Family,Seattle,0,2120,,,,,
283,1749376,S,RESI,6527 35th Ave NE #C,98115,Seattle,710,WA,"810,000",4,3,2.5,1380,05/07/2021  ,0.036,Realist,1561,Single Family,Seattle,0,2121,,,,,
283,1752856,S,RESI,6013 25th Ave NE,98115,Seattle,710,WA,"876,000",26,3,2,1340,05/28/2021  ,0.094,Realist,4100,Single Family,Seattle,0,2122,,,,,
283,1765329,S,RESI,1245 NE 98th St,98115,Seattle,710,WA,"913,000",4,3,2.75,2040,05/23/2021  ,0.117,King County Records,5111,Single Family,Seattle,0,2123,,,,,
284,1753632,S,RESI,16927 NE 19th Place,98008,Bellevue,530,WA,"1,175,000",2,4,2,2030,05/05/2021  ,0.174,Realist - Buyer to Verify,7560,Single Family,Bellevue,83,2124,,,,,
284,1753342,S,RESI,3530 NE 88th St,98115,Seattle,710,WA,"950,000",8,3,2.75,2500,05/14/2021  ,0.094,KCR,4080,Single Family,Seattle,0,2125,,,,,
284,1761658,S,RESI,6838 47th Ave NE,98115,Seattle,710,WA,"1,210,000",5,3,2.75,2610,05/14/2021  ,0.141,Realist,6138,Single Family,Seattle,0,2126,,,,,
284,1772970,A,RESI,7014 58th Ave NE,98115,Seattle,710,WA,"1,335,000",18,4,2.75,2760,05/12/2021  ,0.152,PKCR,6600,Single Family,Seattle,0,2127,,,,,
284,1780306,A,RESI,6059 NE 61st St,98115,Seattle,710,WA,"1,349,000",16,4,2.75,2720,05/25/2021  ,0.125,KCR,5457,Single Family,Seattle,0,2128,,,,,
284,1743370,S,RESI,9039 Sand Point Wy NE,98115,Seattle,710,WA,"1,075,000",5,4,2.5,2260,05/03/2021  ,0.15,Seller- Buyer to Verify,6540,Single Family,Seattle,0,2129,,,,,
284,1753656,S,RESI,3010 NE 89th St,98115,Seattle,710,WA,"1,100,000",5,4,2.25,1990,05/14/2021  ,0.125,KCR,5454,Single Family,Seattle,0,2130,,,,,
284,1753303,S,RESI,219 NE 90th St,98115,Seattle,710,WA,"1,115,000",6,4,2.75,2180,05/13/2021  ,0.124,KCR,5400,Single Family,Seattle,0,2131,,,,,
284,1762744,S,RESI,3203 NE 98th St,98115,Seattle,710,WA,"1,150,000",6,4,2.75,2460,05/26/2021  ,0.152,Realist,6621,Single Family,Seattle,0,2132,,,,,
284,1730951,S,RESI,532 NE 98th St,98115,Seattle,710,WA,"1,151,000",5,4,3,1990,05/01/2021  ,0.146,King County Records,6380,Single Family,Seattle,0,2133,,,,,
284,1765633,S,RESI,3217 NE 86th St,98115,Seattle,710,WA,"1,250,000",5,4,2.75,2150,05/21/2021  ,0.14,Realist,6120,Single Family,Seattle,0,2134,,,,,
285,1756795,S,RESI,15615 SE 4th St,98008,Bellevue,530,WA,"1,050,000",4,5,1.75,2570,05/20/2021  ,0.169,Assessor,7358,Single Family,Bellevue,83,2135,,,,,
285,1755078,S,RESI,9105 Matthews Place NE,98115,Seattle,710,WA,"1,400,000",7,4,2.5,2570,05/27/2021  ,0.108,Tax records,4700,Single Family,Seattle,0,2136,,,,,
285,1749669,S,RESI,7512 33rd Ave NE,98115,Seattle,710,WA,"1,432,000",6,4,2.5,2850,05/07/2021  ,0.07,King County Records,3060,Single Family,Seattle,0,2137,,,,,
285,1752670,S,RESI,7756 58th Ave NE,98115,Seattle,710,WA,"1,600,000",13,4,3,2770,05/11/2021  ,0.124,PKCR,5398,Single Family,Seattle,0,2138,,,,,
285,1748142,S,RESI,6219 31st Ave NE,98115,Seattle,710,WA,"1,628,000",5,4,2.75,2685,05/14/2021  ,0.115,Realist,5000,Single Family,Seattle,0,2139,,,,,
285,1752970,S,RESI,7354 33rd Ave NE,98115,Seattle,710,WA,"1,725,000",5,4,3,2540,05/04/2021  ,0.158,Realist,6901,Single Family,Seattle,0,2140,,,,,
285,1749708,A,RESI,7338 11th Ave NE,98115,Seattle,710,WA,"1,499,999",62,5,3,3343,03/29/2021  ,0.092,KCR,4000,Single Family,Seattle,0,2141,,,,,
285,1756210,S,RESI,846 NE 81st St St,98115,Seattle,710,WA,"1,609,000",5,5,2.25,3400,05/25/2021  ,0.14,KCR,6120,Single Family,Seattle,0,2142,,,,,
285,1756163,S,RESI,6903 56th Ave NE,98115,Seattle,710,WA,"1,650,000",7,5,2.75,3730,05/11/2021  ,0.163,King County Records,7085,Single Family,Seattle,0,2143,,,,,
285,1773555,A,RESI,6512 32nd Ave NE #C,98115,Seattle,710,WA,"1,080,000",15,3,3.5,1687,05/20/2021  ,1.527,Tax,66537,Single Family,Seattle,0,2144,,,,,
285,1750509,S,RESI,3528 NE 92nd St,98115,Seattle,710,WA,"1,375,000",2,3,3.25,2984,05/06/2021  ,0.129,KCR,5610,Single Family,Seattle,0,2145,,,,,
286,1775077,A,RESI,239 169th Ave NE,98008,Bellevue,530,WA,"685,000",5,3,2.5,1600,05/25/2021  ,0.027,Public Records,1196,Single Family,Bellevue,83,2146,,,,,
286,1778700,A,RESI,7548 30th Ave NE,98115,Seattle,710,WA,"2,199,999",9,4,3.75,3627,05/21/2021  ,0.14,King County Tax Assess,6120,Single Family,Seattle,0,2147,,,,,
286,1747023,S,RESI,3822 NE 91st St,98115,Seattle,710,WA,"1,649,995",8,4,3.25,4120,05/07/2021  ,0.234,Tax Records,10200,Single Family,Seattle,0,2148,,,,,
286,1756617,S,RESI,6571 34th Ave NE,98115,Seattle,710,WA,"1,912,500",9,4,3.25,4220,05/28/2021  ,0.102,Realist - Buyer to Verify,4463,Single Family,Seattle,0,2149,,,,,
286,1776789,A,RESI,829 NE 80th St,98115,Seattle,710,WA,"1,395,000",5,5,3.5,3344,05/25/2021  ,0.096,Realist,4185,Single Family,Seattle,0,2150,,,,,
286,1753767,S,RESI,8902 45 Ave NE,98115,Seattle,710,WA,"1,675,000",6,5,3.5,4930,05/28/2021  ,0.211,King County,9191,Single Family,Seattle,0,2151,,,,,
286,1753667,S,RESI,9012 25th Ave NE,98115,Seattle,710,WA,"1,710,000",6,5,3.25,4090,05/14/2021  ,0.214,Realist- Buyer to Verify,9320,Single Family,Seattle,0,2152,,,,,
286,1737256,S,RESI,6814 55th Ave NE,98115,Seattle,710,WA,"1,999,950",2,5,3.25,3148,05/14/2021  ,0.115,King County,5004,Single Family,Seattle,0,2153,,,,,
286,1733576,S,RESI,7318 52nd Ave NE,98115,Seattle,710,WA,"2,159,950",19,5,4,3030,05/04/2021  ,0.133,Realist Tax Records,5775,Single Family,Seattle,0,2154,,,,,
286,1748385,S,RESI,6542 55th Ave NE,98115,Seattle,710,WA,"2,165,000",6,5,3.25,3400,05/03/2021  ,0.114,Core Logic,4954,Single Family,Seattle,0,2155,,,,,
286,1757560,S,RESI,6046 Ann Arbor Ave NE,98115,Seattle,710,WA,"2,725,000",7,5,3.25,4190,05/21/2021  ,0.146,KCR,6367,Single Family,Seattle,0,2156,,,,,
287,1767795,A,RESI,16644 SE 16th St,98008,Bellevue,530,WA,"930,000",4,3,2.25,1550,05/26/2021  ,0.21,Public Record,9129,Single Family,Bellevue,83,2157,,,,,
287,1777977,A,RESI,8903 17th Ave NE,98115,Seattle,710,WA,"950,000",10,6,3.25,2800,05/21/2021  ,0.167,KCR,7280,Single Family,Seattle,0,2158,,,,,
287,1751181,S,RESI,4970 NE 65th St,98115,Seattle,710,WA,"3,000,000",75,6,4,4360,05/18/2021  ,0.16,Realist,6970,Single Family,Seattle,0,2159,,,,,
287,1778512,A,RESI,7500 Banner Wy NE,98115,Seattle,710,WA,"1,098,000",88,3,4,3340,05/20/2021  ,0.087,per county records,3800,Single Family,Seattle,0,2160,,,,,
287,1755200,S,RESI,3636 NE 195th St,98115,Lake Forest Park,720,WA,"1,555,000",6,4,3.5,4650,05/13/2021  ,0.63,County,27436,Single Family,Shoreline,82,2161,,,,,
287,1781024,A,RESI,4027 51st Ave SW,98116,Seattle,140,WA,"650,000",4,2,1,870,05/26/2021  ,0.132,Realist,5750,Single Family,Seattle,0,2162,,,,,
287,1682560,A,RESI,1330 Alki Ave SW,98116,Seattle,140,WA,"1,650,000",747,2,1,1900,10/26/2020  ,0.207,KCR,9020,Single Family,Seattle,0,2163,,,,,
287,1753158,S,RESI,3220 A 60th Ave SW,98116,Seattle,140,WA,"605,000",6,2,1,720,05/15/2021  ,0.047,Condo Survey,2063,Single Family,Seattle,0,2164,,,,,
287,1768424,S,RESI,4512 49th Ave SW,98116,Seattle,140,WA,"651,000",6,2,1,970,05/24/2021  ,0.132,Realist,5750,Single Family,Seattle,0,2165,,,,,
287,1760067,S,RESI,2625 47th Ave SW,98116,Seattle,140,WA,"675,000",7,2,1,880,05/20/2021  ,0.115,Realist,5000,Single Family,Seattle,0,2166,,,,,
287,1765412,S,RESI,4017 52nd Ave SW,98116,Seattle,140,WA,"755,000",4,2,1,1160,05/28/2021  ,0.129,Realist,5635,Single Family,Seattle,0,2167,,,,,
